UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,torque_speed_ratio,ambient_temperature,load_density
6880,H36293,H,300.8,311.2,2237,17.0,95,0,0,0,0,0,0,10.399999999999977,0.007599463567277604,19.47222551793274,0.8558644633843049
6881,M21740,M,300.9,311.3,1801,24.6,100,0,0,0,0,0,0,10.400000000000034,0.013659078289838979,30.39773613153902,0.81424294443678
6882,L54061,L,301.0,311.4,1573,37.6,103,0,0,0,0,0,0,10.399999999999977,0.023903369357914813,25.369150354529776,0.6092709422131178
6883,L54062,L,300.9,311.4,2073,21.4,105,0,0,0,0,0,0,10.5,0.010323203087313073,24.329207663521558,0.7049037175339395
6884,L54063,L,300.9,311.3,1953,19.4,107,0,0,0,0,0,0,10.400000000000034,0.009933435739887352,26.28843402593652,0.6492285186091875
6885,L54064,L,300.8,311.2,1492,39.0,109,0,0,0,0,0,0,10.399999999999977,0.02613941018766756,30.555416271415137,0.7233306193553795
6886,L54065,L,300.8,311.2,1397,48.7,111,0,0,0,0,0,0,10.399999999999977,0.03486041517537581,26.064780514827785,0.9012412165331747
6887,M21746,M,300.8,311.3,1465,43.2,113,0,0,0,0,0,0,10.5,0.029488054607508533,28.885997137663544,0.5982288763180532
6888,L54067,L,300.8,311.3,1782,26.9,116,0,0,0,0,0,0,10.5,0.015095398428731761,29.682692895915995,0.48751623380700815
6889,M21748,M,300.9,311.4,1434,45.4,118,0,0,0,0,0,0,10.5,0.03165969316596932,34.40977463816921,0.47106441249580283
6890,H36303,H,300.9,311.4,1387,42.7,121,0,0,0,0,0,0,10.5,0.0307858687815429,31.714645788217677,0.30683745270110335
6891,M21750,M,300.9,311.4,1532,41.5,126,0,0,0,0,0,0,10.5,0.027088772845953003,34.53807211447142,0.8249979194364647
6892,L54071,L,300.9,311.5,1505,41.1,129,0,0,0,0,0,0,10.600000000000023,0.027308970099667776,24.984651186293185,0.7517951259186129
6893,L54072,L,301.0,311.6,1440,43.3,131,0,0,0,0,0,0,10.600000000000023,0.030069444444444444,31.447367525525873,0.8273585265527972
6894,L54073,L,301.0,311.6,1470,43.4,133,0,0,0,0,0,0,10.600000000000023,0.02952380952380952,30.89945887464477,0.8828009909337391
6895,L54074,L,301.1,311.7,1408,46.3,135,0,0,0,0,0,0,10.599999999999966,0.032883522727272727,19.665979393130314,0.8226327621964258
6896,M21755,M,301.0,311.6,1357,45.6,137,0,0,0,0,0,0,10.600000000000023,0.033603537214443625,32.12763091075,0.3436525067841285
6897,M21756,M,301.0,311.6,1454,40.0,140,0,0,0,0,0,0,10.600000000000023,0.027510316368638238,32.1033678965549,0.7153335053720816
6898,L54077,L,301.0,311.6,1352,63.5,143,0,0,0,0,0,0,10.600000000000023,0.04696745562130177,32.350231728267254,0.705784962901705
6899,M21758,M,301.0,311.6,1448,43.9,145,0,0,0,0,0,0,10.600000000000023,0.030317679558011047,23.29528371776979,0.9890432891191794
6900,L54079,L,300.9,311.6,1671,33.5,148,0,0,0,0,0,0,10.700000000000045,0.02004787552363854,26.567458267884096,0.552775629930958
6901,L54080,L,301.0,311.7,1670,31.3,150,0,0,0,0,0,0,10.699999999999989,0.01874251497005988,25.106420665853147,0.65121650699161
6902,L54081,L,301.0,311.7,1547,34.5,152,0,0,0,0,0,0,10.699999999999989,0.022301228183581125,26.462442792011323,0.5182166999698654
6903,L54082,L,301.0,311.6,1461,40.6,154,0,0,0,0,0,0,10.600000000000023,0.027789185489390827,25.1420653900036,0.6104593411006295
6904,M21763,M,301.0,311.6,1609,35.8,156,0,0,0,0,0,0,10.600000000000023,0.022249844623990055,24.35369836664053,0.7846483755875282
6905,M21764,M,300.9,311.5,1704,31.3,159,0,0,0,0,0,0,10.600000000000023,0.01836854460093897,31.36655354827507,0.4448800490065591
6906,M21765,M,301.0,311.5,1550,34.9,162,0,0,0,0,0,0,10.5,0.022516129032258064,26.091735129143746,0.5081208661041332
6907,M21766,M,301.0,311.5,1530,43.9,165,0,0,0,0,0,0,10.5,0.02869281045751634,38.3555264145738,0.8150200768147617
6908,L54087,L,300.9,311.3,1449,40.2,168,0,0,0,0,0,0,10.400000000000034,0.027743271221532095,26.821761443226563,0.4384819413867553
6909,L54088,L,300.9,311.3,1613,32.7,170,0,0,0,0,0,0,10.400000000000034,0.020272783632982024,23.006171030614066,0.5814595388901287
6910,L54089,L,300.8,311.2,1376,48.1,172,0,0,0,0,0,0,10.399999999999977,0.03495639534883721,24.10366339255109,0.663625015937931
6911,L54090,L,300.8,311.2,1434,45.6,174,0,0,0,0,0,0,10.399999999999977,0.031799163179916316,28.672529347825616,0.7406162651679896
6912,L54091,L,300.8,311.1,1480,41.1,176,0,0,0,0,0,0,10.300000000000011,0.02777027027027027,29.045330151607526,0.6516680179024121
6913,M21772,M,300.8,311.2,1634,31.9,178,0,0,0,0,0,0,10.399999999999977,0.01952264381884945,24.257104467023705,0.9860073592393883
6914,L54093,L,300.8,311.2,1481,38.5,181,0,0,0,0,0,1,10.399999999999977,0.02599594868332208,31.875101514153563,0.5628253817774982
6915,H36328,H,300.9,311.3,1668,28.9,183,0,0,0,0,0,0,10.400000000000034,0.017326139088729015,30.1477482443892,0.9729234431731164
6916,L54095,L,301.0,311.4,1484,36.2,188,0,0,0,0,0,0,10.399999999999977,0.024393530997304583,29.193976334773122,0.7909981181275415
6917,M21776,M,300.9,311.3,1603,31.8,190,0,0,0,0,0,0,10.400000000000034,0.0198378041172801,37.57925711963016,0.4435379059650692
6918,L54097,L,301.0,311.4,1481,37.5,193,0,0,0,0,0,0,10.399999999999977,0.025320729237002026,26.475371090325837,0.5991608520922223
6919,L54098,L,301.0,311.5,1559,31.8,195,0,0,0,0,0,0,10.5,0.020397690827453498,36.71034548795356,0.9838906991130003
6920,L54099,L,301.0,311.5,1444,39.8,197,0,0,0,0,0,0,10.5,0.027562326869806093,19.402291448609937,0.8460077581390089
6921,M21780,M,301.2,311.6,1423,48.0,199,0,0,0,0,0,0,10.400000000000034,0.03373155305692199,24.163350342861712,0.8983700354118311
6922,L54101,L,301.1,311.6,1432,48.1,202,0,0,0,0,0,0,10.5,0.03358938547486034,22.55590585381886,0.6859906962347797
6923,L54102,L,301.2,311.7,1463,48.3,204,0,0,0,0,0,0,10.5,0.03301435406698564,28.390627372667232,0.9876100127860921
6924,L54103,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0,10.5,0.03440334961618981,38.093815260422026,0.8182482300409004
6925,L54104,L,301.2,311.6,1461,52.9,208,1,0,0,0,1,0,10.400000000000034,0.036208076659822036,27.234596047629424,0.8450119734907471
6926,M21785,M,301.1,311.6,1266,55.5,210,0,0,0,0,0,0,10.5,0.04383886255924171,27.881713729107815,0.6371951123822217
6927,H36340,H,301.1,311.6,1417,53.4,0,0,0,0,0,0,0,10.5,0.03768525052928723,26.003951739101268,0.6348160754676876
6928,L54107,L,301.1,311.6,1488,43.4,5,0,0,0,0,0,0,10.5,0.029166666666666667,33.53692300269583,0.829678293511829
6929,L54108,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0,10.599999999999966,0.013491189427312776,28.78280497651318,0.8090194430051676
6930,M21789,M,301.0,311.6,1301,55.0,9,0,0,0,0,0,0,10.600000000000023,0.042275172943889314,28.05549148577028,0.4412792980041418
6931,M21790,M,300.9,311.5,1836,21.8,12,0,0,0,0,0,0,10.600000000000023,0.01187363834422658,20.356369186488116,0.6123894653269
6932,M21791,M,300.8,311.4,1521,39.9,15,0,0,0,0,0,0,10.599999999999966,0.026232741617357003,25.352642929975335,0.3489892786091461
6933,L54112,L,300.8,311.4,1322,67.2,18,1,0,0,1,0,0,10.599999999999966,0.0508320726172466,36.19133972507604,0.7095504353484463
6934,L54113,L,300.8,311.4,1492,40.6,20,0,0,0,0,0,0,10.599999999999966,0.027211796246648795,24.112598841211774,0.8247234245338733
6935,L54114,L,300.8,311.4,1536,40.9,22,0,0,0,0,0,0,10.599999999999966,0.026627604166666666,24.83303099092485,0.5736913688637786
6936,L54115,L,300.7,311.2,1878,24.3,24,0,0,0,0,0,0,10.5,0.01293929712460064,25.42055035059219,0.8638738768202698
6937,L54116,L,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,10.5,0.027668252889191027,31.299706582931083,0.4878991423045376
6938,H36351,H,300.6,311.1,1452,40.2,28,0,0,0,0,0,0,10.5,0.027685950413223144,35.13487867870237,0.7769631088676863
6939,L54118,L,300.7,311.2,1452,44.4,33,0,0,0,0,0,0,10.5,0.030578512396694214,22.75836986346438,0.6727820497607768
6940,M21799,M,300.7,311.3,1348,53.0,35,0,0,0,0,0,0,10.600000000000023,0.039317507418397624,30.58670359306894,0.5199828539478664
6941,H36354,H,300.8,311.4,1453,44.6,38,0,0,0,0,0,0,10.599999999999966,0.030695113558155542,32.52007504882117,0.7646672443803921
6942,L54121,L,300.8,311.4,1316,57.6,43,0,0,0,0,0,0,10.599999999999966,0.04376899696048632,25.115531195436148,0.5188102935724785
6943,M21802,M,300.8,311.4,1732,26.9,45,0,0,0,0,0,0,10.599999999999966,0.015531177829099307,26.897516589969655,0.45135731184329
6944,L54123,L,300.7,311.3,1522,35.2,48,0,0,0,0,0,0,10.600000000000023,0.023127463863337715,33.9130745505322,0.340123110994877
6945,M21804,M,300.7,311.3,1487,39.8,50,0,0,0,0,0,0,10.600000000000023,0.026765299260255546,32.34674299264049,0.4735837575766598
6946,M21805,M,300.8,311.4,1852,22.2,53,0,0,0,0,0,0,10.599999999999966,0.011987041036717062,38.072314846666416,0.8879922141574876
6947,L54126,L,300.7,311.2,1486,46.8,56,0,0,0,0,0,0,10.5,0.03149394347240915,28.032051980626616,0.9977165280962528
6948,M21807,M,300.7,311.3,1562,37.1,58,0,0,0,0,0,0,10.600000000000023,0.023751600512163892,28.6239389406117,0.7534298976101196
6949,L54128,L,300.7,311.2,1457,51.4,61,0,0,0,0,0,0,10.5,0.03527796842827728,34.45035166559572,0.7989684555342755
6950,M21809,M,300.7,311.2,1769,26.5,63,0,0,0,0,0,0,10.5,0.014980214810627474,25.862824036327382,0.3559234247486298
6951,H36364,H,300.7,311.3,1374,53.1,66,0,0,0,0,0,0,10.600000000000023,0.038646288209606985,32.67398448251701,0.44090137846374855
6952,L54131,L,300.8,311.3,1524,43.5,71,0,0,0,0,0,0,10.5,0.028543307086614175,25.789863187968198,0.3432150884487121
6953,L54132,L,300.8,311.3,1498,40.2,73,0,0,0,0,0,0,10.5,0.02683578104138852,30.29980630550243,0.5966870120946414
6954,L54133,L,300.8,311.3,1462,41.4,75,0,0,0,0,0,0,10.5,0.02831737346101231,25.772650527907977,0.9726813329311079
6955,M21814,M,300.8,311.2,1429,52.3,77,0,0,0,0,0,0,10.399999999999977,0.03659902029391182,26.332154130874873,0.9171036205520764
6956,L54135,L,300.7,311.2,1399,47.9,80,0,0,0,0,0,0,10.5,0.03423874195854181,31.217691529686654,0.8530382016447462
6957,M21816,M,300.8,311.2,1434,39.1,82,0,0,0,0,0,0,10.399999999999977,0.027266387726638773,41.219532643408655,0.623589684725736
6958,L54137,L,300.7,311.1,1324,52.2,85,0,0,0,0,0,0,10.400000000000034,0.03942598187311178,27.857285990932645,0.9350028395962193
6959,L54138,L,300.6,311.0,1563,40.7,87,0,0,0,0,0,0,10.399999999999977,0.026039667306461935,39.505901799733806,0.41218504495186403
6960,L54139,L,300.6,311.0,1543,34.7,89,0,0,0,0,0,0,10.399999999999977,0.02248865845755023,24.471780084798304,0.716611744704863
6961,L54140,L,300.7,311.0,1413,52.0,91,0,0,0,0,0,1,10.300000000000011,0.03680113234253362,36.3588544378484,0.5224187077151593
6962,M21821,M,300.7,311.0,1378,41.2,93,0,0,0,0,0,0,10.300000000000011,0.029898403483309147,26.11406435339962,0.9278624557174191
6963,M21822,M,300.7,311.1,1373,49.9,96,0,0,0,0,0,0,10.400000000000034,0.03634377276037873,32.776317499064966,0.8334727265365522
6964,H36377,H,300.7,311.0,1981,19.9,99,0,0,0,0,0,0,10.300000000000011,0.010045431600201918,33.6481632975544,0.8645225654381274
6965,M21824,M,300.7,311.0,1263,52.3,104,0,0,0,0,0,0,10.300000000000011,0.04140934283452098,27.236538300989913,0.4009119042430889
6966,L54145,L,300.7,311.0,1312,52.1,107,0,0,0,0,0,0,10.300000000000011,0.03971036585365854,32.426892210619464,0.7322492720325671
6967,L54146,L,300.7,311.0,1969,20.7,109,0,0,0,0,0,0,10.300000000000011,0.010512950736414423,31.51261603109338,0.7917888831844017
6968,M21827,M,300.8,311.2,1365,51.7,111,0,0,0,0,0,0,10.399999999999977,0.037875457875457874,33.62280900062145,0.7394639946523264
6969,L54148,L,300.9,311.2,1789,25.5,114,0,0,0,0,0,0,10.300000000000011,0.014253773057574064,28.382355637430265,0.977919104280079
6970,M21829,M,300.8,311.1,1583,32.1,116,0,0,0,0,0,0,10.300000000000011,0.020277953253316487,37.92258235919437,0.44685078059315697
6971,L54150,L,300.7,311.0,1436,44.9,119,0,0,0,0,0,0,10.300000000000011,0.031267409470752086,31.18928461020648,0.6409675270276632
6972,M21831,M,300.7,311.0,1559,42.8,121,0,0,0,0,0,0,10.300000000000011,0.027453495830660677,31.71335036786468,0.9652182499433137
6973,L54152,L,300.7,311.0,1377,49.9,124,0,0,0,0,0,0,10.300000000000011,0.03623819898329702,14.891359604663919,0.6873949917020317
6974,L54153,L,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,10.300000000000011,0.0286593707250342,35.447549643868314,0.813492921282063
6975,L54154,L,300.7,311.0,1318,48.2,128,0,0,0,0,0,0,10.300000000000011,0.03657056145675266,35.88197037262711,0.8304107173074635
6976,M21835,M,300.7,311.0,1378,51.6,130,0,0,0,0,0,0,10.300000000000011,0.0374455732946299,28.761151612981827,0.5168058242231987
6977,L54156,L,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,10.299999999999955,0.03474702380952381,32.4271193777722,0.5961691992005395
6978,L54157,L,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,10.400000000000034,0.006015986537652503,25.946741090135436,0.6500431475291228
6979,L54158,L,300.7,311.1,1427,50.3,137,0,0,0,0,0,0,10.400000000000034,0.03524877365101611,20.10488622105849,0.3405328606315378
6980,L54159,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0,10.300000000000011,0.04464153732446415,33.30004706571364,0.7913959172390126
6981,L54160,L,300.8,311.3,1505,45.5,141,0,0,0,0,0,0,10.5,0.030232558139534883,19.279371816176635,0.714852100808887
6982,H36395,H,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,10.399999999999977,0.020161290322580645,31.581297783030433,0.5717554970400416
6983,L54162,L,300.7,311.1,1440,43.0,148,0,0,0,0,0,0,10.400000000000034,0.029861111111111113,32.4499646943704,0.5780855173701607
6984,M21843,M,300.7,311.0,1334,53.9,150,0,0,0,0,0,0,10.300000000000011,0.0404047976011994,30.58076701956854,0.3478716754513371
6985,M21844,M,300.7,311.0,1706,25.0,153,0,0,0,0,0,0,10.300000000000011,0.014654161781946073,32.23479389625741,0.5153452889193222
6986,H36399,H,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,10.300000000000011,0.014605418138987044,37.491127723435554,0.6774234596898301
6987,L54166,L,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,10.400000000000034,0.018187203791469195,29.872628517810718,0.4469359902354078
6988,L54167,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,10.400000000000034,0.005662700041034059,30.411578661821252,0.8657961163360446
6989,L54168,L,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,10.400000000000034,0.03166441136671177,31.543260017299023,0.47487894561160415
6990,M21849,M,300.7,311.1,1608,35.3,167,0,0,0,0,0,0,10.400000000000034,0.021952736318407957,31.132162926664,0.7607330418856237
6991,L54170,L,300.7,311.1,2478,13.4,170,1,0,0,1,0,0,10.400000000000034,0.0054075867635189675,31.795411632330037,0.8924588005661327
6992,L54171,L,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,10.300000000000011,0.022133863485752154,24.53046689349724,0.866682847569495
6993,L54172,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,10.300000000000011,0.023120300751879697,24.31743572148253,0.5353420559677825
6994,M21853,M,300.7,311.0,1740,25.6,176,0,0,0,0,0,0,10.300000000000011,0.01471264367816092,35.92184282671755,0.6297625323862837
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,10.199999999999989,0.038690909090909095,31.88556679615045,0.4260332244167089
6996,M21855,M,300.6,310.7,1705,31.2,181,0,0,0,0,0,0,10.099999999999966,0.018299120234604106,36.895762796801165,0.9273244944192545
6997,M21856,M,300.5,310.6,1621,32.0,184,0,0,0,0,0,0,10.100000000000023,0.01974090067859346,43.82704591858589,0.33345313672582905
6998,M21857,M,300.6,310.7,1566,38.2,187,0,0,0,0,0,0,10.099999999999966,0.0243933588761175,29.33533417199021,0.7932258218764947
6999,M21858,M,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,10.099999999999966,0.030907780979827087,29.42116867360789,0.6697113010378192
7000,M21859,M,300.6,310.7,1457,36.7,193,0,0,0,0,0,0,10.099999999999966,0.025188743994509266,27.168889144762908,0.519358272907639
7001,M21860,M,300.6,310.6,1463,45.5,196,0,0,0,0,0,0,10.0,0.03110047846889952,18.054872678608064,0.8320036371471828
7002,L54181,L,300.5,310.5,1564,38.2,199,0,0,0,0,0,0,10.0,0.024424552429667522,35.96091665094267,0.5125879843304028
7003,H36416,H,300.5,310.6,1411,47.2,201,0,0,0,0,0,0,10.100000000000023,0.03345145287030475,28.525377177799143,0.9863470061250783
7004,L54183,L,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,10.100000000000023,0.030324675324675327,21.725065418933198,0.958840593103627
7005,L54184,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,10.100000000000023,0.01041025641025641,28.959667166296278,0.7623293350822689
7006,M21865,M,300.6,310.7,1339,52.9,0,0,0,0,0,0,0,10.099999999999966,0.039507094846900674,35.85108774182685,0.35010573134835654
7007,H36420,H,300.6,310.6,1419,39.6,3,0,0,0,0,0,0,10.0,0.027906976744186046,33.47596629938265,0.36488209472553645
7008,L54187,L,300.5,310.6,1499,45.2,8,0,0,0,0,0,0,10.100000000000023,0.03015343562374917,31.874617358995376,0.6551312743164719
7009,L54188,L,300.5,310.6,1368,49.6,10,0,0,0,0,0,0,10.100000000000023,0.03625730994152047,37.0377368516553,0.6285655206185763
7010,L54189,L,300.5,310.5,1536,36.2,12,0,0,0,0,0,0,10.0,0.023567708333333336,30.51429561840954,0.8393035105888298
7011,M21870,M,300.5,310.5,1469,42.9,14,0,0,0,0,0,0,10.0,0.02920353982300885,29.344136484703206,0.39816392906761555
7012,L54191,L,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,10.0,0.00463349791112799,23.56051302417652,0.9386482370432869
7013,L54192,L,300.4,310.4,1298,61.4,19,0,0,0,0,0,0,10.0,0.04730354391371341,35.59006642008795,0.8508089710848641
7014,M21873,M,300.4,310.4,1544,36.3,21,0,0,0,0,0,0,10.0,0.023510362694300516,32.44769120479115,0.8495157897814292
7015,H36428,H,300.5,310.5,1403,47.7,24,0,0,0,0,0,0,10.0,0.03399857448325018,26.455821149262796,0.9899399898163439
7016,L54195,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,10.0,0.029545454545454545,26.266043218035534,0.9652330620054121
7017,L54196,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,9.899999999999977,0.028561961563949637,34.70030058680139,0.3892608793429702
7018,M21877,M,300.7,310.6,1474,37.0,33,0,0,0,0,0,0,9.900000000000034,0.025101763907734057,23.564094596394003,0.5911938238146544
7019,M21878,M,300.7,310.7,1377,46.7,36,0,0,0,0,0,0,10.0,0.03391430646332607,38.61192245158309,0.7320527936981662
7020,L54199,L,300.8,310.8,1741,27.1,39,0,0,0,0,0,0,10.0,0.01556576680068926,31.77038281331146,0.858411572298458
7021,L54200,L,300.8,310.8,1460,53.8,41,0,0,0,0,0,0,10.0,0.03684931506849315,24.252890030013134,0.345032037222767
7022,H36435,H,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,9.900000000000034,0.019987737584304107,32.94730308265289,0.5390098481939432
7023,L54202,L,300.7,310.5,1561,33.2,48,0,0,0,0,0,0,9.800000000000011,0.021268417680973737,26.315563422928868,0.956310722384544
7024,M21883,M,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,9.900000000000034,0.024491094147582698,30.02638345664196,0.962596667903554
7025,L54204,L,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,10.0,0.008791725434884814,28.339218335851754,0.46760456199564204
7026,H36439,H,300.6,310.6,1448,44.7,55,0,0,0,0,0,0,10.0,0.030870165745856354,36.76546963657658,0.8443981245741383
7027,L54206,L,300.6,310.7,1543,39.6,60,0,0,0,0,0,0,10.099999999999966,0.025664290343486714,26.624692126547274,0.7834856456984407
7028,L54207,L,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,10.0,0.023076923076923075,33.3065340133602,0.9090144709310304
7029,M21888,M,300.6,310.6,1403,50.4,64,0,0,0,0,0,0,10.0,0.03592302209550962,29.99019801563416,0.8297339670714454
7030,L54209,L,300.6,310.6,1454,39.7,67,0,0,0,0,0,0,10.0,0.027303988995873454,48.551255837450896,0.7314057133614065
7031,L54210,L,300.7,310.8,1772,27.3,69,0,0,0,0,0,0,10.100000000000023,0.015406320541760722,40.79959987971387,0.5678294300494438
7032,L54211,L,300.7,310.8,1479,49.1,71,0,0,0,0,0,0,10.100000000000023,0.03319810682893847,31.377346884122854,0.7263873942855628
7033,L54212,L,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,10.199999999999989,0.017991874637260593,24.37260047426362,0.7816697892491438
7034,M21893,M,300.7,310.8,1469,46.4,75,0,0,0,0,0,0,10.100000000000023,0.031586113002042206,40.51879239838868,0.7238677089628349
7035,H36448,H,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,10.0,0.014316939890710383,27.39725155837745,0.8960360551291469
7036,L54215,L,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,10.0,0.025517702070808286,38.33249728221986,0.8244182080698137
7037,L54216,L,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,9.900000000000034,0.03422077922077922,30.398960848441828,0.5796340869193751
7038,L54217,L,300.6,310.6,1514,39.5,87,0,0,0,0,0,0,10.0,0.02608982826948481,33.384302141197175,0.44487126727074555
7039,L54218,L,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,9.900000000000034,0.02067714631197098,28.150027977930733,0.5222035830385905
7040,H36453,H,300.6,310.5,1519,37.0,91,0,0,0,0,0,0,9.899999999999977,0.024358130348913758,37.779149171142436,0.36535831703016164
7041,L54220,L,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,9.900000000000034,0.017616279069767444,33.132225986422526,0.5924535364434171
7042,L54221,L,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,9.899999999999977,0.025646258503401364,22.42820986262892,0.635699783727568
7043,L54222,L,300.6,310.5,1642,29.9,100,0,0,0,0,0,0,9.899999999999977,0.0182095006090134,37.2964253898125,0.44586262942922317
7044,M21903,M,300.7,310.6,2006,19.1,102,0,0,0,0,0,0,9.900000000000034,0.009521435692921238,44.06934617095045,0.7372479365418864
7045,M21904,M,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,9.900000000000034,0.023654485049833886,35.151499885018595,0.8003960999956448
7046,M21905,M,300.7,310.6,1609,27.6,108,0,0,0,0,0,0,9.900000000000034,0.017153511497824736,17.832516317473655,0.8720730878442633
7047,M21906,M,300.7,310.5,1863,22.2,111,0,0,0,0,0,0,9.800000000000011,0.011916264090177132,37.98957011930936,0.7083110023983027
7048,L54227,L,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,9.799999999999955,0.030406852248394005,32.04416230332063,0.7939287028048461
7049,L54228,L,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,9.799999999999955,0.009865470852017938,43.23474902554648,0.821412055193496
7050,L54229,L,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,9.799999999999955,0.031659973226238286,19.372858562916164,0.7988113987401806
7051,L54230,L,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,9.799999999999955,0.03273850377487989,31.945610407952426,0.499113269196368
7052,L54231,L,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,9.799999999999955,0.024228791773778922,28.44570798783271,0.9728941998920162
7053,H36466,H,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,9.799999999999955,0.02834437086092715,37.69851457764337,0.8897130005025007
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,9.800000000000011,0.02469687300574346,33.080837433291094,0.707413859474902
7055,H36468,H,300.7,310.5,1476,43.1,134,0,0,0,0,0,0,9.800000000000011,0.029200542005420056,22.30197599087285,0.4664270645932642
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,9.800000000000011,0.018400481058328325,32.23796779774331,0.4817105289483397
7057,M21916,M,300.8,310.5,1409,50.6,141,0,0,0,0,0,0,9.699999999999989,0.035911994322214334,27.836740623255558,0.9539884417803342
7058,L54237,L,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,9.800000000000011,0.021728691476590636,31.989311981383057,0.6889403643862844
7059,L54238,L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,9.900000000000034,0.03019736842105263,33.92510619554123,0.5363564968352478
7060,L54239,L,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,9.899999999999977,0.020559610705596105,30.356736007752357,0.5981316691407568
7061,H36474,H,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,9.799999999999955,0.024070317782285328,24.006739749677518,0.3283830455839557
7062,L54241,L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,9.799999999999955,0.034370677731673585,35.68758477899918,0.35686756516581536
7063,M21922,M,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,9.799999999999955,0.03631840796019901,22.824051135932553,0.902339628758833
7064,L54243,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,9.699999999999989,0.04189627228525122,30.54941252872785,0.8589485647247719
7065,M21924,M,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,9.699999999999989,0.017511792452830188,30.504423093584272,0.5614691130782388
7066,L54245,L,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,9.800000000000011,0.038222543352601154,20.418754740175793,0.47575052085887115
7067,M21926,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,9.899999999999977,0.023027989821882953,36.68657916127681,0.9676778232494501
7068,M21927,M,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,9.899999999999977,0.030375180375180375,25.915946146037115,0.7453385634686924
7069,L54248,L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,9.899999999999977,0.029295003422313483,32.6623719454418,0.8258689114617881
7070,L54249,L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,9.899999999999977,0.02583606557377049,23.44508166156361,0.8578463984474156
7071,L54250,L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,10.0,0.04576144036009002,31.910047556797412,0.6720832060472266
7072,H36485,H,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,9.900000000000034,0.026976744186046512,31.811838757453135,0.42524767388327617
7073,M21932,M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,9.900000000000034,0.028978457261987493,26.263868736493464,0.944288716606885
7074,L54253,L,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,9.900000000000034,0.0289738430583501,27.694748683245223,0.31082761379511376
7075,M21934,M,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,9.900000000000034,0.026344086021505377,26.81834330503971,0.3726160227687468
